pdf_filename,nanomaterial_types,nanomaterial_names,primary_nanomaterial,primary_nano_type,particle_size_nm,particle_size_range,zeta_potential_mV,pzc_value,tumor_types,primary_tumor_type,injection_methods,primary_injection_method,injection_dose_mg_kg,injection_frequency,ultrasound_frequency_MHz,ultrasound_power_W_cm2,treatment_time_min,treatment_sessions,ros_generation,cell_viability_percent,cell_death_percent,tumor_volume_mm3,has_size_data,has_zeta_data,has_ultrasound_data,has_ros_data,has_viability_data,has_volume_data,data_completeness_score
Polymer-based nanodrugs enhance sonodynamic therapy through  epigenetic reprogramming of the immunosuppressive  tumor microenvironment.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,"breast_cancer, glioma",breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,14.866666666666667,3.0,1.0,1.5,9.833333333333334,,20.0,,,,no,no,yes,yes,no,no,2
A New Strategy to Elevate Absorptivity of AIEgens for Intensified NIR-II Emission and Synergized Multimodality Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,7.142857142857143,,,,,,no,no,yes,no,no,no,1
Spatial-Constraint Modulation of Intra Extracellular ReactiveOxygen Species by Adaptive Hybrid Materials for Boosting Pyroptosis and Combined Immunotherapy of Breast Tumor.pdf,"nanoparticle, nanocrystal",PtS,PtS,nanoparticle,,,,,"breast_cancer, cervical_cancer",breast_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,10.055555555555555,,,,,,no,no,yes,no,no,no,1
Fe-Polyphenol Self-Assembled Nanoplatform for Sonodynamic-Ferroptosis-Autophagy Inhibition Synergistic Tumor Therapy..pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.1428571428571428,1.7142857142857142,13.333333333333334,,,,,,no,no,yes,no,no,no,1
Constraint Modulation of Intra Extracellular Reactive Oxygen Species by.pdf,"nanoparticle, nanocrystal",PtS,PtS,nanoparticle,,,,,"breast_cancer, cervical_cancer",breast_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,10.055555555555555,,,,,,no,no,yes,no,no,no,1
Biomimetic Metallacage Nanoparticles with Aggregation-Induced Emission for NIR-II Fluorescence Imaging-Guided Synergistic Immuno-Phototherapy of Tumors.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,glioma,glioma,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,5.0,338.1666666666667,1.008,13.375,,1.0,,,,no,no,yes,yes,no,no,2
PEGylated mesoporous Bi2S3 nanostars loaded with chlorin e6 and doxorubicin for fluorescence CT imaging-guided multimodal therapy of cancer.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,9.166666666666666,,,,,,no,no,yes,no,no,no,1
Nanobiohybrid Oncolytic Bacteria with Optimized Intratumoral Distribution for Combined Sono−Photodynamic Immunotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,0.35,,21512283.333333332,1.1199999999999999,20.0,,49.0,,,,no,no,yes,yes,no,no,2
Enzyme-Triggered Transcytosis of Dendrimer−Drug Conjugate for Deep Penetration into Pancreatic Tumors.pdf,nanocrystal,,,nanocrystal,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,27.142857142857142,2.0,,,45.833333333333336,,,,,,no,no,yes,no,no,no,1
Bovine serum albumin framed activatable NIR AIE photosensitizer for  targeted tumor therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.3,10.0,,,,,,no,no,yes,no,no,no,1
Oxygen-Self-Produced Nanoplatform for Relieving Hypoxia and Breaking Resistance to Sonodynamic Treatment of Pancreatic Cancer.pdf,"nanoparticle, nanocrystal",SiO2,SiO2,nanoparticle,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,2.5,1.0,33.0,,,,,,no,no,yes,no,no,no,1
Glutathione-Activated NO-ROS-Generation Nanoparticles to Modulate the Tumor Hypoxic Microenvironment for Enhancing the Effect of HIFU-Combined Chemotherapy.pdf,"nanoparticle, nanocrystal",CuS,CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,4.0,58.142857142857146,,14.875,,224.33333333333334,,,,no,no,yes,yes,no,no,2
Ultrasmall Cu2-xS nanodots as photothermal-enhanced Fenton nanocatalysts for synergistic tumor therapy at NIR-II biowindow.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,93.8,2.0,,,,,no,no,yes,no,no,no,1
High Active (102) Surface Induced Rapid Degradation of CuS Nanotheranostic Platform for in Situ T1-weighted Magnetic Resonance Imaging Guided Synergistic Therapy.pdf,nanocrystal,CuS,CuS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,10.0,,,,,,no,no,yes,no,no,no,1
Dual nanoenzymes loaded hollow mesoporous organotantalum  nanospheres for chemo-radio sensitization.pdf,"nanosphere, nanocrystal",,,nanosphere,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,60.0,,,,15.23076923076923,,,,,,no,no,yes,no,no,no,1
Stanene-Based Nanosheets for b-Elemene Delivery and Ultrasound-Mediated Combination Cancer Therapy.pdf,"nanosheet, nanocrystal",,,nanosheet,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,7.714285714285714,,,,,,no,no,yes,no,no,no,1
A NIR-driven green affording-oxygen microrobot for targeted photodynamic therapy of tumors.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,30.0,,,,,,no,no,yes,no,no,no,1
Titania coated 2D gold nanoplates as nanoagents for synergistic photothermal sonodynamic therapy in the second near-infrared window.pdf,nanocrystal,,,nanocrystal,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,3.0,,11.627906976744185,,,95.4,4.599999999999994,,no,no,yes,no,yes,no,2
A New Strategy to Elevate Absorptivity of AIEgens forIntensiﬁed NIR-II Emission and Synergized Multimodality Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,7.142857142857143,,,,,,no,no,yes,no,no,no,1
"Self-Sacrificially Degradable Pseudo-Semiconducting Polymer Nanoparticles that Integrate NIR-II Fluorescence Bioimaging, Photodynamic Immunotherapy, and Photo-Activated Chemotherapy.pdf","nanoparticle, nanotube, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,51.5,,,,,,no,no,yes,no,no,no,1
Synergistic Glutathione Depletion and STING Activation to Potentiate Dendritic Cell Maturation and Cancer Vaccine Efficacy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,melanoma,melanoma,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,,,,,no,no,no,no,no,no,0
Cetuximab-Ag2S Quantum Dots for Fluorescent Imaging and Highly Effective Combination of ALA-based Photodynamic Chemo-Therapy of Colorectal Cancer Cells.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,colon_cancer,colon_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.26,9.93939393939394,,,55.0,45.0,,no,no,yes,no,yes,no,2
Sonoactivated Cascade Fenton Reaction Enhanced by Synergistic Modulation of Electron–Hole Separation for Improved Tumor Therapy.pdf,"nanoparticle, nanosheet, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,182.5,,,,,,no,no,yes,no,no,no,1
Cascade-Activatable Nanoprodrug System Augments Sonochemotherapy of Bladder Cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,bladder_cancer,bladder_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,400.0,,9.875,,,,,,no,no,yes,no,no,no,1
NIR-II Absorption Emission Dual Function Based 2DTargeted Nanotheranostics for Tunable Hydrogenothermal Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,,,7.25,2.0,,,,,no,no,yes,no,no,no,1
s41467-024-5073A region-confined PROTAC nanoplatform for spatiotemporally tunable protein degradation and enhanced cancer therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,12.5,,,,10.615384615384615,451.5,,,,,no,no,yes,no,no,no,1
Homotypic biomimetic nanotheranostics enhance locoregional Cherenkov radiation-induced photodynamic therapy and ferroptosis in early bone metastases..pdf,nanocrystal,,,nanocrystal,,,,,prostate_cancer,prostate_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,8.458333333333334,,,0.5,18.071428571428573,,,,,,no,no,yes,no,no,no,1
Atomically Precise Gold−Levonorgestrel Nanocluster as a Radiosensitizer for Enhanced Cancer Therapy.pdf,nanocrystal,AuS,AuS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,7.0,,,,,,no,no,yes,no,no,no,1
A controllable self-amplifying oxidative stress strategy for boosting noninvasive sonodynamic therapy and synergistic immunotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,0.5,4.0,1.0,1.0,11.375,1.0,,,,,no,no,yes,no,no,no,1
Multifunctional Magnetic CuS Gd2O3 Nanoparticles for Fluorescence Magnetic Resonance Bimodal Imaging-Guided Photothermal-Intensified Chemodynamic Synergetic Therapy of Targeted Tumors.pdf,"nanoparticle, nanocrystal","CuS, AuS",CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,5.8,,,0.8,11.35135135135135,,,,,,no,no,yes,no,no,no,1
Hafnium (Hf)-Chelating Porphyrin-Decorated Gold Nanosensitizers for Enhanced Radio–Radiodynamic Therapy of Colon Carcinoma.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,20.0,2.0,,,19.0,,,,,,no,no,yes,no,no,no,1
song-et-al-2025-ultrasound-mediated-piezocatalysis-triggers-no-release-to-augment-targeted-immunotherapy-of-pancreatic.pdf,"nanoparticle, nanocrystal",BaTiO3,BaTiO3,nanoparticle,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,3.0,1.3333333333333333,1.5,6.2439024390243905,,,,,,no,no,yes,no,no,no,1
"Programmatically Controllable Activation of Sonodynamic
Therapeutics with Bioorthogonal-Based Mitochondria-Specific
Exogenous Agents toward Accurate Tumor Elimination.pdf","nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,1.0,1.5,9.2,,,,,,no,no,yes,no,no,no,1
Functionalized Fe-Doped Carbon Dots Exhibiting Dual Glutathione Consumption to Amplify Ferroptosis for Enhanced Cancer Therapy.pdf,nanocrystal,CdS,CdS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,,16.470588235294116,,16.0,,,,no,no,yes,yes,no,no,2
Biomimetic Nanoparticle with Glutathione Depletion and Amplified ROS Generation Capabilities for Synergistic Chemo-Sonodynamic Therapy in Squamous Cell Carcinomas.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,4.428571428571429,,1.5,1.0,11.222222222222221,,,,,,no,no,yes,no,no,no,1
"Degradable Multifunctional Porphyrin-Based Porous Organic olymer Nanosonosensitizer for Tumor-Specific Sonodynamic, Chemo- and Immunotherapy.pdf",nanocrystal,AuS,AuS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,58.0,1.9999999999999998,16.25,,,,,,no,no,yes,no,no,no,1
The phenotype of target pancreatic cancer cells influences cell death by magnetic hyperthermia with nanoparticles carrying gemicitabine and the pseudo-peptide NucAnt.pdf,"nanoparticle, nanocrystal","Fe3O4, Fe2O3, AuS",Fe3O4,nanoparticle,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,60.0,,,,,,no,no,yes,no,no,no,1
Nanoengineered biomimetic Cu-based nanoparticles for multifunational and efficient tumor treatment .pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,450.0,,7.105263157894737,,,,,,no,no,yes,no,no,no,1
Bottle Nanomotors Amplify Tumor Oxidative Stress for Enhanced Calcium Overload Chemodynamic Therapy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,12.333333333333334,,24.181818181818183,,,,,,no,no,yes,no,no,no,1
Phage-augmented casein nanocarriers for targeted bioimaging and enhanced combinatorial therapy of triple-negative breast cancer.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,5.0,,,,,,no,no,yes,no,no,no,1
Tumor-Targeted Glutamine Metabolism Blocker Synergizeswith TiO2 -Au Janus Nanoparticles for EnhancedSono-Metabolic Antitumor Therapy‐Au Janus Nanoparticles.pdf,nanocrystal,TiO2,TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,22.03125,,,,,,no,no,yes,no,no,no,1
Catalase enzyme-modified carbon quantum dot nanoparticles with hypoxia alleviation associated with indocyanine green for synchronous augmented photodynamic therapy and cell imaging of melanoma.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,11.153846153846153,,,,,,no,no,yes,no,no,no,1
Homology and Immune Checkpoint Dual-Targeted Sonocatalytic Nanoagents for Enhancing Sonodynamic Tumor Therapy.pdf,nanocrystal,,,nanocrystal,,,,,melanoma,melanoma,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,1.0,1.05,8.333333333333334,,,,,,no,no,yes,no,no,no,1
Ultrasound-targeted photodynamic and gene dual therapy for effectively inhibiting triple negative breast cancer by cationic porphyrin lipid microbubbles loaded with HIF1α-siRNA.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,4.164285714285715,,8.95,,,,,,no,no,yes,no,no,no,1
Heterogeneous-Structure-Based AuNBs@TiO2Nano-Photosensitizers for Computed Tomography ImagingGuided NIR-II Photodynamic Therapy and CancerMetastatic Prevention.pdf,nanocrystal,TiO2,TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,21.53846153846154,1.0,,,,,no,no,yes,no,no,no,1
"Highly Biocompatible, Fluorescence, and Zwitterionic Carbon Dots as a Novel Approach for Bioimaging Applications in Cancerous Cells.pdf",nanocrystal,CdS,CdS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,16.88888888888889,,,80.0,20.0,,no,no,yes,no,yes,no,2
PtMo-Au Metalloenzymes Regulated Tumor Microenvironment for Enhanced Sonodynamic Chemodynamic Starvation Synergistic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,79.4,,,,,,no,no,yes,no,no,no,1
Rational design of oxygen deficient TiO2−x nanoparticles conjugated with chlorin e6 (Ce6) for photoacoustic imaging-guided photothermal photodynamic dual therapy of cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,11.28,,,,,,no,no,yes,no,no,no,1
Construct of MoSe2 Bi2Se3 nanoheterostructure: Multimodal CT PT imaging-guided PTT PDT chemotherapy for cancer treating.pdf,"nanosheet, nanocrystal",,,nanosheet,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,30.083333333333332,,,,,,no,no,yes,no,no,no,1
A controllable self-amplifying oxidative stress strategy for boosting noninvasive sonodynamic therapy and synergistic immunotherapy..pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,0.5,4.0,1.0,1.0,11.375,1.0,,,,,no,no,yes,no,no,no,1
"All-in-One Theranostic Nanoagent with
Enhanced Reactive Oxygen Species eneration and Modulating Tumor Microenvironment Ability for Effective Tumor Eradication.pdf","nanosphere, nanocrystal",,,nanosphere,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,400.0,,13.833333333333334,,,,,,no,no,yes,no,no,no,1
Acceptor engineering-facilitated versatile AIEgen for mitochondria-targeted multimodal imaging-guided cancer photoimmunotherapy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,425.3333333333333,,10.0,,,,,,no,no,yes,no,no,no,1
Integrin αvβ3-targeted self-assembled polypeptide nanomicelles for efficacious sonodynamic therapy against breast cancer.pdf,nanocrystal,,,nanocrystal,,,,,breast_cancer,breast_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,,8.76923076923077,,,,,,no,no,yes,no,no,no,1
Regulating Near-Infrared Photodynamic Properties of Semiconducting Polymer Nanotheranostics for Optimized Cancer Therapy.pdf,"nanoparticle, nanocrystal",CeO2,CeO2,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,0.39333333333333337,7.8125,,,,,,no,no,yes,no,no,no,1
Supramolecular Nanoplatforms with Activable Ultrasoundand Magnetic Resonance Imaging for Cancer Diagnosis and Therapy.pdf,"nanoparticle, nanocrystal","CuO, AlN",CuO,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,30.0,,34.375,,49.0,,,,no,no,yes,yes,no,no,2
A multistage assembly disassembly strategy for tumor-targeted CO delivery.pdf,nanocrystal,SiO2,SiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,10.0,,400.0,,20.0,,,,,,no,no,yes,no,no,no,1
SnxWO3 as a Theranostic Platform for Realizing Multi-imaging guided Photothermal Photodynamic Combination Therapy.pdf,nanocrystal,PtS,PtS,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,16.19047619047619,,,,,,no,no,yes,no,no,no,1
Tumor Microenvironment-Sensitive Ca2+ Nanomodulator Combined with the Sonodynamic Process for Enhanced Cancer Therapy.pdf,nanocrystal,"TiO2, AuS",TiO2,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,4.0,,0.7999999999999999,14.35,,,,,,no,no,yes,no,no,no,1
An Acidity-Unlocked Magnetic Nanoplatform Enables Self-BoostingROS Generation through Upregulation of Lactate for Imaging-GuidedHighly Specific Chemodynamic Therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,60.0,,160.0,,,,,,no,no,yes,no,no,no,1
MOF-Derived Nanoparticles with Enhanced Acoustical Performance for Efficient Mechano-Sonodynamic Therapy.pdf,nanocrystal,ZnO,ZnO,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0833333333333333,,83.63636363636364,,,,,,no,no,yes,no,no,no,1
Charge-reversal nanocarriers: An emerging paradigm for smart cancer nanomedicine.pdf,"nanoparticle, nanocrystal",CuS,CuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,35.0,,,,,,no,no,yes,no,no,no,1
Collagenase-Loaded H-TiO2 Nanoparticles Enhance Ultrasound Imaging-Guided Sonodynamic Therapy in a Pancreatic Carcinoma Xenograft Model via Digesting Stromal Barriers.pdf,"nanoparticle, nanocrystal",TiO2,TiO2,nanoparticle,,,,,pancreatic_cancer,pancreatic_cancer,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,12.5,5.0,1.0,1.0,6.461538461538462,2.0,,,,,no,no,yes,no,no,no,1
A STING pathway-activatable contrast agent for MRI-guided tumor immunoferroptosis synergistic therapy .pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,3.6818181818181825,,,,34.44444444444444,2.3333333333333335,,,,,no,no,yes,no,no,no,1
Chemiluminescent Conjugated Polymer Nanoparticles for Deep Tissue Inflammation Imaging and Photodynamic Therapy of Cancer.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,450.0,,22.5,,,,,,no,no,yes,no,no,no,1
Reverse magnetic resonance tuning nanoplatform with heightened  sensitivity for non-invasively multiscale visualizing ferroptosis-based tumor sensitization therapy.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,7.5,,,,17.153846153846153,,4.0,,,,no,no,yes,yes,no,no,2
Magnetic Reactive Oxygen Species Nanoreactor for Switchable Magnetic Resonance Imaging Guided Cancer Therapy Based on pH-Sensitive Fe5C2@Fe3O4 Nanoparticles.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,3.0,,,23.666666666666668,,24.0,,,,no,no,yes,yes,no,no,2
A Turbo-Charging System-Like Contrast Agent forMRI-Guided STING Pathway-Activated CancerImmunotherapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,cervical_cancer,cervical_cancer,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,20.0,,717.0,,,,no,no,yes,yes,no,no,2
Degradable and Piezoelectric Hollow ZnO Heterostructures for Sonodynamic Therapy and Pro-Death Autophagy.pdf,,,,,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,1.0,,5.0,,,,,,no,no,yes,no,no,no,1
2-Nitroimidazole-Functionalized Superparamagnetic Iron Oxide Nanoparticles Detect Hypoxic Regions of Glioblastomas on MRI and Improve Radiotherapy Efficacy.pdf,"nanoparticle, nanocrystal",,,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,40.0,,21.666666666666668,,1.0,,,,no,no,yes,yes,no,no,2
Mitochondria-Targeting Magnetic CompositeNanoparticles for Enhanced Phototherapy of Cancer.pdf,nanocrystal,,,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,400.0,,11.176470588235293,,,,,,no,no,yes,no,no,no,1
Cascade Catalytic Nanozymes Induce Tumor Ca2+ Overload and Ferroptosis by Reducing Energy Supply and Amplifying Oxidative Stress.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,1.0,,11.461538461538462,,,,,,no,no,yes,no,no,no,1
Fe-Cu Bimetallic Nanozyme Co-Assembled with 177 Lu andTanshinone for Quadruple-Synergistic Tumor-SpeciﬁcTherapy.pdf,nanocrystal,AlN,AlN,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,,,,,,22.25,77.75,,no,no,no,no,yes,no,1
Tumor Microenvironment-Responsive Cu CaCO3-Based Nanoregulator for Mitochondrial Homeostasis Disruption-Enhanced Chemodynamic Sonodynamic Therapy.pdf,"nanoparticle, nanocrystal",AuS,AuS,nanoparticle,,,,,,,"intravenous, intraperitoneal, intratumoral, oral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,2.0,,,22.333333333333332,,,,,,no,no,yes,no,no,no,1
Cascade Energy Transformation in Hybrid Nanosensitizer Enables Ultrasound-Activated  Luminescence Imaging and Enhanced Sonodynamic Therapy.pdf,nanocrystal,NaCl,NaCl,nanocrystal,,,,,,,"intravenous, intraperitoneal, intratumoral, subcutaneous, intramuscular, intracardiac, intradermal",intravenous,,,12.083333333333334,1.2285714285714286,1.9388489208633093,,,,,,no,no,yes,no,no,no,1
